Transaction ID,Customer ID,Customer Name,Receiver ID,Receiver Name,Transaction Amount,Date,Transaction Type,Country of Origin,Country of Destination,Risk Level,Method of Payment,Previous Flags,Suspicious Activity
99705249,7398,Kathleen Davis,21363,Vickie Boyd,56422.91347536035,2024-07-28,Payment,Cuba,Portugal,High,Digital Wallet,1,Yes
55671173,7398,Kathleen Davis,33133,Susan Costa,585.9938575466948,2024-07-31,Transfer,Lithuania,Guatemala,Low,Credit Card,0,No
54131826,7398,Kathleen Davis,43965,Brenda Russell,517.7962042404585,2024-08-16,Withdrawal,Micronesia,Jamaica,Low,Credit Card,0,No
69972098,7398,Kathleen Davis,21363,Vickie Boyd,65008.57948872645,2024-09-10,Deposit,Bahrain,Namibia,High,Cash,2,Yes
19415074,66521,Angelica Dyer,2612,Scott Myers,731.5551484047376,2024-01-15,Transfer,Samoa,Aruba,Low,Digital Wallet,0,No
22490855,66521,Angelica Dyer,10637,Jennifer Neal,315.2680737963068,2024-01-29,Deposit,Paraguay,Netherlands Antilles,Low,Bank Transfer,0,No
29684426,66521,Angelica Dyer,10637,Jennifer Neal,73935.03484004481,2024-02-11,Deposit,Thailand,Antigua and Barbuda,Medium,Digital Wallet,0,Yes
31390187,66521,Angelica Dyer,74948,Robert Johnson,563.006622205104,2024-02-27,Deposit,Indonesia,Gibraltar,Low,Bank Transfer,0,No
15848103,66521,Angelica Dyer,33133,John Jordan,713.1332486291319,2024-03-08,Transfer,Serbia,Bahamas,Low,Digital Wallet,0,No
18420347,66521,Angelica Dyer,34997,Phyllis Guzman,524.4499228276869,2024-03-11,Deposit,Bolivia,Cocos (Keeling) Islands,Low,Digital Wallet,0,No
43896119,66521,Angelica Dyer,10637,Jennifer Neal,97730.64102272745,2024-03-16,Payment,Rwanda,Cambodia,High,Bank Transfer,1,Yes
93898211,66521,Angelica Dyer,62949,Jessica Reynolds,835.5116891369236,2024-04-09,Transfer,Madagascar,Dominican Republic,Low,Digital Wallet,0,No
92620431,66521,Angelica Dyer,10637,Jennifer Neal,95011.5298348616,2024-04-23,Withdrawal,Haiti,Bangladesh,High,Digital Wallet,2,Yes
21801305,66521,Angelica Dyer,34997,Heather Weaver DVM,541.7504025161619,2024-06-28,Deposit,United Kingdom,Congo,Low,Cash,0,No
93838848,10637,Jasmin Erickson,2612,Samuel Nguyen,783.9160948630754,2024-01-18,Payment,Bahamas,Reunion,Low,Bank Transfer,0,No
26356483,10637,Jasmin Erickson,62949,Sarah Nichols,978.9336822902517,2024-02-10,Payment,Spain,Czech Republic,Low,Credit Card,0,No
66421444,10637,Jasmin Erickson,51205,Ana James,68554.95009658847,2024-03-02,Payment,Indonesia,Holy See (Vatican City State),Medium,Credit Card,0,Yes
41593281,10637,Jasmin Erickson,51205,Ana James,70060.58816754076,2024-03-09,Transfer,Wallis and Futuna,Liechtenstein,High,Digital Wallet,1,Yes
25421173,10637,Jasmin Erickson,62949,Ashley Walker,749.6313882371988,2024-03-25,Withdrawal,Azerbaijan,Jersey,Low,Cash,0,No
8602866,10637,Jasmin Erickson,51205,Ana James,315.3561651187854,2024-04-23,Deposit,Kuwait,Jersey,Low,Credit Card,0,No
26127899,10637,Jasmin Erickson,39347,Wanda Mueller,788.9841029144624,2024-06-20,Deposit,Luxembourg,Afghanistan,Low,Bank Transfer,0,No
24705793,10637,Jasmin Erickson,43965,Derek Watson,389.40596363163775,2024-07-28,Withdrawal,Niue,Bulgaria,Low,Bank Transfer,0,No
29891719,10637,Jasmin Erickson,51205,Ana James,92679.87499251755,2024-08-02,Withdrawal,Liechtenstein,Austria,High,Credit Card,2,Yes
842363,10637,Jasmin Erickson,5028,Wesley Newman,563.7352056155062,2024-09-21,Deposit,Wallis and Futuna,Liechtenstein,Low,Digital Wallet,0,No
55902332,51205,Curtis Foster,6931,Dean Wheeler,449.56891837694366,2024-01-07,Withdrawal,Palestinian Territory,Wallis and Futuna,Low,Digital Wallet,0,No
50884870,51205,Curtis Foster,13356,Ronald Rodriguez,496.70703417862444,2024-02-28,Transfer,Panama,Iceland,Low,Digital Wallet,0,No
34408233,51205,Curtis Foster,21363,Richard Cooper,844.4421071765922,2024-03-16,Transfer,Saint Helena,Angola,Low,Bank Transfer,0,No
69599485,51205,Curtis Foster,66521,Jenna Rojas,766.252728064701,2024-03-24,Payment,Nauru,Tunisia,Low,Bank Transfer,0,No
36308916,51205,Curtis Foster,10637,Jaime Gonzalez,394.94908289098566,2024-05-07,Deposit,Grenada,Equatorial Guinea,Low,Cash,0,No
18991681,51205,Curtis Foster,6931,Dean Wheeler,92107.7691145591,2024-06-22,Withdrawal,Bolivia,Palestinian Territory,Medium,Bank Transfer,0,Yes
71970089,51205,Curtis Foster,21363,Ashley Robinson,821.2878205244821,2024-06-28,Transfer,Australia,Colombia,Low,Bank Transfer,0,No
83212152,51205,Curtis Foster,6931,Dean Wheeler,90287.51453461153,2024-07-08,Transfer,Estonia,American Samoa,High,Credit Card,1,Yes
72899588,51205,Curtis Foster,6931,Dean Wheeler,75971.16679927826,2024-08-22,Transfer,United States of America,Iraq,High,Credit Card,2,Yes
24966100,51205,Curtis Foster,32415,Robert Barnett,586.2167806987702,2024-09-04,Payment,Somalia,Wallis and Futuna,Low,Digital Wallet,0,No
67739772,23905,Angela Banks,34997,David Ray,675.4863723729187,2024-01-02,Deposit,Botswana,United States Virgin Islands,Low,Bank Transfer,0,No
20920056,23905,Angela Banks,39347,Danielle Newman,455.1887474107813,2024-02-28,Deposit,Liberia,Jersey,Low,Credit Card,0,No
64751325,23905,Angela Banks,5028,Veronica Gutierrez,72071.94877748354,2024-03-05,Transfer,Guinea,Malawi,Medium,Bank Transfer,0,Yes
90201190,23905,Angela Banks,5028,Veronica Gutierrez,81475.95985036547,2024-05-09,Withdrawal,Saint Martin,Botswana,High,Bank Transfer,1,Yes
90227901,23905,Angela Banks,5028,Veronica Gutierrez,56063.64547798898,2024-06-16,Transfer,Chad,Martinique,High,Credit Card,2,Yes
93052350,23905,Angela Banks,5028,Veronica Gutierrez,745.2498713700126,2024-06-30,Withdrawal,Switzerland,Singapore,Low,Digital Wallet,0,No
16874250,23905,Angela Banks,45421,Lindsay Lane,693.0849757968808,2024-07-08,Withdrawal,Bahrain,Israel,Low,Digital Wallet,0,No
11938850,23905,Angela Banks,45421,Lauren Dunn,401.6859791464078,2024-08-24,Payment,Angola,Syrian Arab Republic,Low,Cash,0,No
36045743,23905,Angela Banks,51205,Michelle Lewis,494.2408178343348,2024-09-18,Deposit,Belgium,Papua New Guinea,Low,Credit Card,0,No
62723734,23905,Angela Banks,34997,Michelle Gardner,665.8723484321146,2024-09-28,Payment,Honduras,Algeria,Low,Bank Transfer,0,No
43385310,97761,Joseph Johnson,66521,Kimberly Cisneros,410.1981304275408,2024-03-17,Deposit,Belgium,Mexico,Low,Digital Wallet,0,No
98141755,97761,Joseph Johnson,7398,Carl Collins,535.585997139815,2024-03-21,Transfer,Faroe Islands,Pakistan,Low,Cash,0,No
5858136,97761,Joseph Johnson,74948,Jeremiah Roberts,843.5225809877135,2024-04-02,Withdrawal,Saint Vincent and the Grenadines,Eritrea,Low,Cash,0,No
2336245,97761,Joseph Johnson,10637,William Mosley,574.4293299993506,2024-04-10,Withdrawal,Serbia,Indonesia,Low,Credit Card,0,No
71663329,97761,Joseph Johnson,5028,Kevin Johnson,68706.49566047426,2024-04-15,Withdrawal,Armenia,Somalia,Medium,Bank Transfer,0,Yes
46051700,97761,Joseph Johnson,5028,Kevin Johnson,54880.798160441605,2024-04-25,Withdrawal,Algeria,Switzerland,High,Bank Transfer,1,Yes
41093288,97761,Joseph Johnson,5028,Kevin Johnson,78004.05464492062,2024-06-10,Deposit,Russian Federation,Faroe Islands,High,Digital Wallet,2,Yes
77451381,97761,Joseph Johnson,2612,Kathy Le,900.6555841899103,2024-06-14,Payment,South Africa,Spain,Low,Bank Transfer,0,No
13709277,97761,Joseph Johnson,5028,Kevin Johnson,383.6519187451555,2024-06-22,Payment,Albania,Monaco,Low,Credit Card,0,No
517135,97761,Joseph Johnson,39347,Randy Barrett,900.2459853811123,2024-08-19,Deposit,Comoros,Isle of Man,Low,Cash,0,No
71357294,21363,Nicholas Holland,2612,Kyle Glover,510.67390201068434,2024-01-11,Withdrawal,Ethiopia,Canada,Low,Credit Card,0,No
55604629,21363,Nicholas Holland,39347,Andrea Watts,863.9013475311347,2024-01-14,Transfer,Cameroon,Czech Republic,Low,Bank Transfer,0,No
61990695,21363,Nicholas Holland,38684,Mr. Daniel Wright,884.7487481890971,2024-01-22,Payment,Vietnam,Nigeria,Low,Cash,0,No
56023234,21363,Nicholas Holland,10637,Jeffrey Moss,56093.51178850683,2024-01-31,Payment,Georgia,Ghana,Medium,Bank Transfer,0,Yes
18113734,21363,Nicholas Holland,32415,Regina Meyers,493.28468080821676,2024-03-02,Payment,Palestinian Territory,Romania,Low,Cash,0,No
50514949,21363,Nicholas Holland,10637,Jeffrey Moss,68241.83328855422,2024-04-25,Deposit,China,Guatemala,High,Bank Transfer,1,Yes
54748972,21363,Nicholas Holland,10637,Jeffrey Moss,91609.46400728225,2024-05-11,Transfer,Greenland,Mongolia,High,Bank Transfer,2,Yes
44517760,21363,Nicholas Holland,10637,Jeffrey Moss,419.0564207927909,2024-05-17,Withdrawal,Liberia,Cape Verde,Low,Credit Card,0,No
92423845,21363,Nicholas Holland,6931,Douglas Cline,782.476161332752,2024-07-12,Payment,Senegal,Korea,Low,Credit Card,0,No
55880018,21363,Nicholas Holland,10637,Sean Riggs,921.0080435823473,2024-07-25,Deposit,Solomon Islands,Marshall Islands,Low,Bank Transfer,0,No
65774557,39347,Robert Hudson,97761,Kenneth Hanson,890.8316819685051,2024-03-04,Payment,Monaco,India,Low,Cash,0,No
43261594,39347,Robert Hudson,65343,David Weaver,929.154294694632,2024-03-15,Withdrawal,Burkina Faso,Chile,Low,Cash,0,No
77537337,39347,Robert Hudson,70897,Stacy Avila,65481.68372605102,2024-03-17,Deposit,Japan,Libyan Arab Jamahiriya,Medium,Bank Transfer,0,Yes
40611177,39347,Robert Hudson,70897,Stacy Avila,95052.37866284636,2024-04-14,Payment,Canada,Dominican Republic,High,Credit Card,1,Yes
62987026,39347,Robert Hudson,70897,Stacy Avila,80549.38182696825,2024-05-22,Transfer,Chile,Haiti,High,Credit Card,2,Yes
204587,39347,Robert Hudson,43965,Jerry Coleman,974.0218839887295,2024-06-04,Withdrawal,Niue,Korea,Low,Bank Transfer,0,No
33950846,39347,Robert Hudson,70897,Stacy Avila,967.9536741651899,2024-06-06,Deposit,Kazakhstan,Wallis and Futuna,Low,Digital Wallet,0,No
73624652,39347,Robert Hudson,34997,Karen Kelley,482.10248351936184,2024-06-21,Withdrawal,Suriname,Belgium,Low,Bank Transfer,0,No
18920285,39347,Robert Hudson,7398,Mary Rios,490.7027027767191,2024-06-26,Withdrawal,Mongolia,Bahamas,Low,Cash,0,No
72928030,39347,Robert Hudson,34997,Karen Chaney,786.5162139244926,2024-09-23,Transfer,Denmark,Mongolia,Low,Bank Transfer,0,No
52503932,33133,Michelle Hamilton,33133,Rebekah Cook,368.46141542562833,2024-01-16,Withdrawal,Paraguay,Serbia,Low,Digital Wallet,0,No
8137856,33133,Michelle Hamilton,66521,Samantha Mcmahon,53828.322316850055,2024-01-28,Withdrawal,Slovakia (Slovak Republic),Vietnam,Medium,Bank Transfer,0,Yes
56580250,33133,Michelle Hamilton,66521,Samantha Mcmahon,57158.103453154865,2024-02-17,Payment,Barbados,Vanuatu,High,Bank Transfer,1,Yes
8858854,33133,Michelle Hamilton,66521,Samantha Mcmahon,759.3861907615843,2024-04-29,Deposit,Australia,Saint Pierre and Miquelon,Low,Cash,0,No
79151900,33133,Michelle Hamilton,66521,Samantha Mcmahon,75705.1584170398,2024-04-30,Transfer,Haiti,Micronesia,High,Digital Wallet,2,Yes
96370147,33133,Michelle Hamilton,45421,Jonathan Wallace,620.475939996767,2024-05-04,Deposit,Haiti,Sweden,Low,Bank Transfer,0,No
41657984,33133,Michelle Hamilton,33133,Michele Mckinney,529.9813576983773,2024-05-07,Transfer,Belarus,Tunisia,Low,Cash,0,No
46147603,33133,Michelle Hamilton,23905,Luke Mendoza,662.7656741401759,2024-07-01,Deposit,Tunisia,Lithuania,Low,Digital Wallet,0,No
27736113,33133,Michelle Hamilton,97761,Stephen Medina,958.0126870245235,2024-08-04,Deposit,United States Virgin Islands,Venezuela,Low,Bank Transfer,0,No
33646463,33133,Michelle Hamilton,51205,Dean Webb,550.1999166458027,2024-09-09,Withdrawal,Tajikistan,Rwanda,Low,Cash,0,No
4185052,45421,Benjamin Edwards,34997,Patricia Henry,95348.67068499085,2024-04-16,Deposit,Andorra,Portugal,Medium,Cash,0,Yes
54526985,45421,Benjamin Edwards,62949,Rebecca Duran,978.4243762241067,2024-04-22,Transfer,Russian Federation,Ghana,Low,Credit Card,0,No
45682013,45421,Benjamin Edwards,10637,Daniel Simpson,625.8203939084635,2024-05-10,Payment,Croatia,Kyrgyz Republic,Low,Cash,0,No
34220283,45421,Benjamin Edwards,21363,Lisa Miller,482.41402524691597,2024-05-18,Transfer,Montenegro,Kiribati,Low,Cash,0,No
76124318,45421,Benjamin Edwards,45421,Donald Cooper,818.10025488599,2024-07-24,Transfer,Qatar,South Georgia and the South Sandwich Islands,Low,Cash,0,No
41400293,45421,Benjamin Edwards,34997,Patricia Henry,59913.54887191075,2024-08-02,Withdrawal,Turkmenistan,Solomon Islands,High,Bank Transfer,1,Yes
12250011,45421,Benjamin Edwards,47694,Sydney Nolan,906.3028397175303,2024-08-13,Withdrawal,Somalia,El Salvador,Low,Digital Wallet,0,No
30077814,45421,Benjamin Edwards,13356,Joseph Brown,565.6410698482163,2024-08-19,Transfer,Eritrea,Indonesia,Low,Bank Transfer,0,No
97071363,45421,Benjamin Edwards,34997,Patricia Henry,92742.7557737914,2024-09-14,Payment,Saint Barthelemy,British Virgin Islands,High,Bank Transfer,2,Yes
68554432,45421,Benjamin Edwards,34997,Patricia Henry,983.3902234318081,2024-09-24,Payment,North Macedonia,Spain,Low,Cash,0,No
91588329,74948,Bruce Martinez,38684,Breanna Williams,529.544116177351,2024-01-15,Withdrawal,Reunion,Pakistan,Low,Bank Transfer,0,No
89853505,74948,Bruce Martinez,33133,Christina Wilson,342.62316711467065,2024-02-04,Payment,Afghanistan,Marshall Islands,Low,Credit Card,0,No
92191410,74948,Bruce Martinez,23905,Lisa Castro,89764.06010931895,2024-02-16,Transfer,Swaziland,Suriname,Medium,Credit Card,0,Yes
70783269,74948,Bruce Martinez,23905,Lisa Castro,90974.53921672548,2024-03-22,Withdrawal,Syrian Arab Republic,Iran,High,Credit Card,1,Yes
34596741,74948,Bruce Martinez,23905,Lisa Castro,80489.70999764098,2024-03-22,Deposit,Portugal,New Zealand,High,Bank Transfer,2,Yes
26087134,74948,Bruce Martinez,6931,Joshua Lloyd,605.2834426449797,2024-05-26,Deposit,Svalbard & Jan Mayen Islands,Cayman Islands,Low,Cash,0,No
20960824,74948,Bruce Martinez,6931,Juan Simpson,862.6283327526725,2024-06-07,Transfer,Cote d'Ivoire,Moldova,Low,Credit Card,0,No
82098594,74948,Bruce Martinez,5028,Heather Bennett,581.4719422788103,2024-06-09,Deposit,Liberia,Afghanistan,Low,Digital Wallet,0,No
60105971,74948,Bruce Martinez,32415,Shelia Jones,513.9731276054048,2024-06-13,Payment,Singapore,Serbia,Low,Credit Card,0,No
51086599,74948,Bruce Martinez,23905,Lisa Castro,532.587107425793,2024-07-22,Withdrawal,Qatar,Azerbaijan,Low,Bank Transfer,0,No
1050323,70897,Theresa Noble,65343,Mr. Adam Hall,64145.983422610494,2024-01-12,Withdrawal,Antarctica (the territory South of 60 deg S),Angola,Medium,Bank Transfer,0,Yes
4603357,70897,Theresa Noble,65343,Mr. Adam Hall,99292.33255858938,2024-01-20,Payment,Iceland,Iran,High,Cash,1,Yes
54279318,70897,Theresa Noble,65343,Mr. Adam Hall,381.94705050439825,2024-02-08,Withdrawal,Macao,Paraguay,Low,Credit Card,0,No
64276427,70897,Theresa Noble,32415,Tammy Bruce,669.0579599725733,2024-06-07,Transfer,Faroe Islands,Afghanistan,Low,Bank Transfer,0,No
22309739,70897,Theresa Noble,6931,Christopher Sanders,718.3794332240574,2024-06-09,Deposit,Northern Mariana Islands,Austria,Low,Credit Card,0,No
22211713,70897,Theresa Noble,66521,Julia Baker,782.692341539436,2024-06-22,Payment,Kiribati,South Georgia and the South Sandwich Islands,Low,Credit Card,0,No
70146560,70897,Theresa Noble,61459,Curtis Watson,919.5763583228118,2024-06-26,Deposit,Uganda,Eritrea,Low,Cash,0,No
72153929,70897,Theresa Noble,65343,Eugene Curry,506.1508155848828,2024-07-23,Deposit,Israel,Saint Lucia,Low,Cash,0,No
14438700,70897,Theresa Noble,65343,Mr. Adam Hall,57218.88948153539,2024-08-15,Deposit,Cuba,Botswana,High,Digital Wallet,2,Yes
44808765,70897,Theresa Noble,7398,Mary Lindsey,683.5693067354807,2024-09-21,Transfer,Antarctica (the territory South of 60 deg S),Samoa,Low,Credit Card,0,No
66417351,32415,Teresa Reed,61459,Robert Wilson,823.9966852382121,2024-01-07,Withdrawal,Cocos (Keeling) Islands,Finland,Low,Cash,0,No
97958641,32415,Teresa Reed,13356,William Lawson,512.3505059205044,2024-01-08,Transfer,Saint Martin,Finland,Low,Digital Wallet,0,No
57570998,32415,Teresa Reed,23905,Dwayne Larsen,863.9928153681138,2024-01-09,Withdrawal,Macao,British Indian Ocean Territory (Chagos Archipelago),Low,Bank Transfer,0,No
78353653,32415,Teresa Reed,23905,Dwayne Larsen,70078.7271772665,2024-02-22,Withdrawal,Faroe Islands,British Virgin Islands,Medium,Cash,0,Yes
75033169,32415,Teresa Reed,97761,Dennis Bush,879.1416107599022,2024-04-18,Transfer,Sierra Leone,Belgium,Low,Credit Card,0,No
66478756,32415,Teresa Reed,62949,James Pena,317.2289866264615,2024-07-09,Transfer,Belarus,Kuwait,Low,Cash,0,No
24233550,32415,Teresa Reed,23905,Dwayne Larsen,50527.43274793189,2024-07-22,Withdrawal,Angola,Liberia,High,Digital Wallet,1,Yes
64584776,32415,Teresa Reed,10637,Hannah Brown,335.8845974697703,2024-07-24,Payment,Mali,Senegal,Low,Credit Card,0,No
11204182,32415,Teresa Reed,5028,William Schmidt,611.5745133296023,2024-09-03,Payment,Cuba,Saint Martin,Low,Cash,0,No
22842817,32415,Teresa Reed,23905,Dwayne Larsen,62240.579911572,2024-09-14,Deposit,Cyprus,Spain,High,Bank Transfer,2,Yes
97882974,38684,David Hernandez,45421,Richard Herrera,687.0616069604521,2024-01-14,Withdrawal,Dominican Republic,Serbia,Low,Cash,0,No
35975667,38684,David Hernandez,47694,Kathryn Murray,60146.20666354093,2024-01-16,Deposit,Belgium,Greenland,Medium,Digital Wallet,0,Yes
64434056,38684,David Hernandez,34997,Robert Richardson,981.7672801727637,2024-01-24,Transfer,Guatemala,Madagascar,Low,Credit Card,0,No
98831171,38684,David Hernandez,47694,Kathryn Murray,56343.822688871514,2024-02-27,Transfer,Lesotho,Ukraine,High,Credit Card,1,Yes
10988790,38684,David Hernandez,47694,Kathryn Murray,304.4682744772872,2024-02-29,Payment,Antigua and Barbuda,Colombia,Low,Cash,0,No
28573642,38684,David Hernandez,47694,Kathryn Murray,76478.85279759385,2024-05-26,Deposit,South Africa,Cocos (Keeling) Islands,High,Cash,2,Yes
83261235,38684,David Hernandez,34997,Felicia Payne,395.78575577298056,2024-06-18,Payment,Turkmenistan,Mali,Low,Cash,0,No
86856664,38684,David Hernandez,6931,Ricky Johnson,774.4565082648883,2024-07-05,Payment,Ukraine,Samoa,Low,Cash,0,No
81975194,38684,David Hernandez,10637,Joseph Ingram,688.8430326062543,2024-09-22,Payment,Argentina,Saint Kitts and Nevis,Low,Bank Transfer,0,No
93622072,38684,David Hernandez,6931,Ryan Guzman,377.7118301127934,2024-09-27,Withdrawal,Cameroon,Qatar,Low,Credit Card,0,No
89107463,6931,Mrs. Carol Johnson,39347,Charlene Tapia,422.7076149647206,2024-01-22,Payment,Ecuador,Mali,Low,Cash,0,No
90396919,6931,Mrs. Carol Johnson,51205,Kathryn Kelly,833.6164748967362,2024-02-24,Transfer,Liechtenstein,Sao Tome and Principe,Low,Cash,0,No
35215777,6931,Mrs. Carol Johnson,51205,Timothy Newman,846.671048006455,2024-03-01,Transfer,Ghana,Cocos (Keeling) Islands,Low,Bank Transfer,0,No
92773810,6931,Mrs. Carol Johnson,39347,Amy Gordon,883.2116342587273,2024-05-17,Payment,United States Minor Outlying Islands,Slovakia (Slovak Republic),Low,Bank Transfer,0,No
26273007,6931,Mrs. Carol Johnson,2612,Duane Torres,71741.08660718812,2024-05-21,Withdrawal,Tunisia,Slovenia,Medium,Digital Wallet,0,Yes
42206895,6931,Mrs. Carol Johnson,47694,Susan Clayton,698.6100015474806,2024-06-21,Deposit,Tunisia,Turks and Caicos Islands,Low,Credit Card,0,No
98995133,6931,Mrs. Carol Johnson,2612,Duane Torres,534.8031851292156,2024-07-02,Payment,Germany,Burundi,Low,Credit Card,0,No
19026458,6931,Mrs. Carol Johnson,33133,Brandy Johnson,346.1453504749219,2024-07-30,Payment,Norfolk Island,Panama,Low,Digital Wallet,0,No
66264490,6931,Mrs. Carol Johnson,2612,Duane Torres,79655.15847853446,2024-08-07,Payment,Trinidad and Tobago,Tuvalu,High,Cash,1,Yes
30555752,6931,Mrs. Carol Johnson,2612,Duane Torres,76412.70413662621,2024-09-01,Payment,Bahrain,Lithuania,High,Digital Wallet,2,Yes
5203554,2612,David Smith,7398,Sandra Sanchez,343.3275778477895,2024-02-22,Payment,Congo,British Virgin Islands,Low,Bank Transfer,0,No
94115598,2612,David Smith,61459,Debra Adkins,921.1840080247615,2024-03-13,Withdrawal,Ghana,Congo,Low,Digital Wallet,0,No
72206203,2612,David Smith,2612,Jill Contreras,882.8412043796676,2024-04-03,Transfer,Morocco,Belarus,Low,Credit Card,0,No
91607712,2612,David Smith,47694,James Skinner,734.0877900676498,2024-07-06,Transfer,Malaysia,Malaysia,Low,Digital Wallet,0,No
79900151,2612,David Smith,23905,Jeremy Webb,350.7011730395447,2024-07-22,Deposit,Egypt,Antigua and Barbuda,Low,Digital Wallet,0,No
76297699,2612,David Smith,21363,Gary Meadows,526.9233158656411,2024-08-02,Payment,Netherlands Antilles,Pakistan,Low,Cash,0,No
25854913,2612,David Smith,2612,Jill Contreras,93583.91612518614,2024-08-14,Deposit,Indonesia,Romania,Medium,Cash,0,Yes
46121586,2612,David Smith,7398,Tiffany Johnson,322.3804550340833,2024-09-16,Payment,San Marino,Dominica,Low,Digital Wallet,0,No
71575790,2612,David Smith,2612,Jill Contreras,76987.3751044898,2024-09-18,Payment,Isle of Man,Antigua and Barbuda,High,Bank Transfer,1,Yes
41110645,2612,David Smith,2612,Jill Contreras,84538.57608218238,2024-09-21,Deposit,Solomon Islands,Bahrain,High,Credit Card,2,Yes
74577121,43965,Laura Clayton,34997,Nathan Patterson,859.0005531686026,2024-01-29,Withdrawal,Bahrain,Mexico,Low,Bank Transfer,0,No
25100325,43965,Laura Clayton,21363,Kenneth Adams,542.1131744797873,2024-04-15,Payment,Angola,New Zealand,Low,Cash,0,No
93915183,43965,Laura Clayton,23905,Linda Williams,508.0425652519431,2024-05-02,Payment,Puerto Rico,Seychelles,Low,Credit Card,0,No
36084948,43965,Laura Clayton,6931,Frank Petersen,331.41229317962745,2024-06-23,Payment,Sudan,Malawi,Low,Cash,0,No
